Protein,Breast,Colon,Ewing_sarcoma,Melanoma,Ovary_patientsample,,exocarta top100,contém/não contém,,vesiclepedia top100,contém/não contém,,Vesiclepedia+exocarta,,
,,,,,,,,,,,,,Q9BXX3,,
,,,,,,,,,,,,,Q9BXY0,,
,,,,,,,,,,,,,Q9BXY4,,
,,,,,,,,,,,,,Q9BXY5,,
,,,,,,,,,,,,,Q9BY10,,
,,,,,,,,,,,,,Q9BY11,,
,,,,,,,,,,,,,Q9BY12,,
,,,,,,,,,,,,,Q9BY32,,
,,,,,,,,,,,,,Q9BY42,,
,,,,,,,,,,,,,Q9BY43,,
,,,,,,,,,,,,,Q9BY44,,
,,,,,,,,,,,,,Q9BY50,,
,,,,,,,,,,,,,Q9BY66,,
,,,,,,,,,,,,,Q9BY67,,
,,,,,,,,,,,,,Q9BY76,,
,,,,,,,,,,,,,Q9BY77,,
,,,,,,,,,,,,,Q9BY89,,
,,,,,,,,,,,,,Q9BYB0,,
,,,,,,,,,,,,,Q9BYB4,,
,,,,,,,,,,,,,Q9BYC2,,
,,,,,,,,,,,,,Q9BYC5,,
,,,,,,,,,,,,,Q9BYC8,,
,,,,,,,,,,,,,Q9BYC9,,
,,,,,,,,,,,,,Q9BYD1,,
,,,,,,,,,,,,,Q9BYD2,,
,,,,,,,,,,,,,Q9BYD3,,
,,,,,,,,,,,,,Q9BYD5,,
,,,,,,,,,,,,,Q9BYD6,,
,,,,,,,,,,,,,Q9BYE0,,
,,,,,,,,,,,,,Q9BYE2,,
,,,,,,,,,,,,,Q9BYE3,,
,,,,,,,,,,,,,Q9BYE4,,
,,,,,,,,,,,,,Q9BYE9,,
,,,,,,,,,,,,,Q9BYF1,,
,,,,,,,,,,,,,Q9BYG0,,
,,,,,,,,,,,,,Q9BYG3,,
,,,,,,,,,,,,,Q9BYG5,,
,,,,,,,,,,,,,Q9BYG7,,
,,,,,,,,,,,,,Q9BYH1,,
,,,,,,,,,,,,,Q9BYI3,,
,,,,,,,,,,,,,Q9BYJ0,,
,,,,,,,,,,,,,Q9BYJ4,,
,,,,,,,,,,,,,Q9BYJ9,,
,,,,,,,,,,,,,Q9BYK8,,
,,,,,,,,,,,,,Q9BYN0,,
,,,,,,,,,,,,,Q9BYN8,,
,,,,,,,,,,,,,Q9BYP7,,
,,,,,,,,,,,,,Q9BYP9,,
,,,,,,,,,,,,,Q9BYQ7,,
,,,,,,,,,,,,,Q9BYQ9,,
,,,,,,,,,,,,,Q9BYR3,,
,,,,,,,,,,,,,Q9BYR5,,
,,,,,,,,,,,,,Q9BYR6,,
,,,,,,,,,,,,,Q9BYR7,,
,,,,,,,,,,,,,Q9BYT8,,
,,,,,,,,,,,,,Q9BYT9,,
,,,,,,,,,,,,,Q9BYU1,,
,,,,,,,,,,,,,Q9BYU5,,
,,,,,,,,,,,,,Q9BYV8,,
,,,,,,,,,,,,,Q9BYV9,,
,,,,,,,,,,,,,Q9BYW1,,
,,,,,,,,,,,,,Q9BYW2,,
,,,,,,,,,,,,,Q9BYW3,,
,,,,,,,,,,,,,Q9BYX2,,
,,,,,,,,,,,,,Q9BYX4,,
,,,,,,,,,,,,,Q9BYX7,,
,,,,,,,,,,,,,Q9BYZ2,,
,,,,,,,,,,,,,Q9BYZ8,,
,,,,,,,,,,,,,Q9BZ11,,
,,,,,,,,,,,,,Q9BZ23,,
,,,,,,,,,,,,,Q9BZ29,,
,,,,,,,,,,,,,Q9BZ67,,
,,,,,,,,,,,,,Q9BZ71,,
,,,,,,,,,,,,,Q9BZ72,,
,,,,,,,,,,,,,Q9BZ81,,
,,,,,,,,,,,,,Q9BZ95,,
,,,,,,,,,,,,,Q9BZB8,,
,,,,,,,,,,,,,Q9BZC7,,
,,,,,,,,,,,,,Q9BZD2,,
,,,,,,,,,,,,,Q9BZE0,,
,,,,,,,,,,,,,Q9BZE1,,
,,,,,,,,,,,,,Q9BZE2,,
,,,,,,,,,,,,,Q9BZE4,,
,,,,,,,,,,,,,Q9BZE9,,
,,,,,,,,,,,,,Q9BZF1,,
,,,,,,,,,,,,,Q9BZF2,,
,,,,,,,,,,,,,Q9BZF3,,
,,,,,,,,,,,,,Q9BZF9,,
,,,,,,,,,,,,,Q9BZG1,,
,,,,,,,,,,,,,Q9BZH6,,
,,,,,,,,,,,,,Q9BZJ0,,
,,,,,,,,,,,,,Q9BZK7,,
,,,,,,,,,,,,,Q9BZL1,,
,,,,,,,,,,,,,Q9BZL4,,
,,,,,,,,,,,,,Q9BZL6,,
,,,,,,,,,,,,,Q9BZM3,,
,,,,,,,,,,,,,Q9BZM4,,
,,,,,,,,,,,,,Q9BZM5,,
,,,,,,,,,,,,,Q9BZM6,,
,,,,,,,,,,,,,Q9BZQ2,,
,,,,,,,,,,,,,Q9BZQ6,,
,,,,,,,,,,,,,Q9BZQ8,,
,,,,,,,,,,,,,Q9BZR6,,
,,,,,,,,,,,,,Q9BZR8,,
,,,,,,,,,,,,,Q9BZS1,,
,,,,,,,,,,,,,Q9BZV1,,
,,,,,,,,,,,,,Q9BZV2,,
,,,,,,,,,,,,,Q9BZV3,,
,,,,,,,,,,,,,Q9BZW2,,
,,,,,,,,,,,,,Q9BZW4,,
,,,,,,,,,,,,,Q9BZW5,,
,,,,,,,,,,,,,Q9BZW7,,
,,,,,,,,,,,,,Q9BZX2,,
,,,,,,,,,,,,,Q9BZX4,,
,,,,,,,,,,,,,Q9BZZ2,,
,,,,,,,,,,,,,Q9BZZ5,,
,,,,,,,,,,,,,Q9C000,,
,,,,,,,,,,,,,Q9C002,,
,,,,,,,,,,,,,Q9C004,,
,,,,,,,,,,,,,Q9C005,,
,,,,,,,,,,,,,Q9C019,,
,,,,,,,,,,,,,Q9C026,,
,,,,,,,,,,,,,Q9C073,,
,,,,,,,,,,,,,Q9C075,,
,,,,,,,,,,,,,Q9C086,,
,,,,,,,,,,,,,Q9C091,,
,,,,,,,,,,,,,Q9C093,,
,,,,,,,,,,,,,Q9C098,,
,,,,,,,,,,,,,Q9C099,,
,,,,,,,,,,,,,Q9C0A0,,
,,,,,,,,,,,,,Q9C0A1,,
,,,,,,,,,,,,,Q9C0A6,,
,,,,,,,,,,,,,Q9C0B1,,
,,,,,,,,,,,,,Q9C0B5,,
,,,,,,,,,,,,,Q9C0B7,,
,,,,,,,,,,,,,Q9C0B9,,
,,,,,,,,,,,,,Q9C0C2,,
,,,,,,,,,,,,,Q9C0C4,,
,,,,,,,,,,,,,Q9C0C9,,
,,,,,,,,,,,,,Q9C0D4,,
,,,,,,,,,,,,,Q9C0D5,,
,,,,,,,,,,,,,Q9C0D6,,
,,,,,,,,,,,,,Q9C0D9,,
,,,,,,,,,,,,,Q9C0E2,,
,,,,,,,,,,,,,Q9C0E4,,
,,,,,,,,,,,,,Q9C0E8,,
,,,,,,,,,,,,,Q9C0F0,,
,,,,,,,,,,,,,Q9C0G0,,
,,,,,,,,,,,,,Q9C0G6,,
,,,,,,,,,,,,,Q9C0H2,,
,,,,,,,,,,,,,Q9C0H5,,
,,,,,,,,,,,,,Q9C0H9,,
,,,,,,,,,,,,,Q9C0I1,,
,,,,,,,,,,,,,Q9C0I3,,
,,,,,,,,,,,,,Q9C0I4,,
,,,,,,,,,,,,,Q9C0J1,,
,,,,,,,,,,,,,Q9C0J8,,
,,,,,,,,,,,,,Q9C0J9,,
,,,,,,,,,,,,,Q9C0K0,,
,,,,,,,,,,,,,Q9C0K1,,
,,,,,,,,,,,,,Q9C0K3,,
,,,,,,,,,,,,,Q9C0K7,,
,,,,,,,,,,,,,Q9GIP4,,
,,,,,,,,,,,,,Q9GZL7,,
,,,,,,,,,,,,,Q9GZM5,,
,,,,,,,,,,,,,Q9GZM7,,
,,,,,,,,,,,,,Q9GZM8,,
,,,,,,,,,,,,,Q9GZN4,,
,,,,,,,,,,,,,Q9GZN6,,
,,,,,,,,,,,,,Q9GZN7,,
,,,,,,,,,,,,,Q9GZN8,,
,,,,,,,,,,,,,Q9GZP0,,
,,,,,,,,,,,,,Q9GZP1,,
,,,,,,,,,,,,,Q9GZP4,,
,,,,,,,,,,,,,Q9GZP9,,
,,,,,,,,,,,,,Q9GZQ3,,
,,,,,,,,,,,,,Q9GZQ8,,
,,,,,,,,,,,,,Q9GZR1,,
,,,,,,,,,,,,,Q9GZR2,,
,,,,,,,,,,,,,Q9GZR7,,
,,,,,,,,,,,,,Q9GZS0,,
,,,,,,,,,,,,,Q9GZS1,,
,,,,,,,,,,,,,Q9GZS3,,
,,,,,,,,,,,,,Q9GZT3,,
,,,,,,,,,,,,,Q9GZT4,,
,,,,,,,,,,,,,Q9GZT8,,
,,,,,,,,,,,,,Q9GZU0,,
,,,,,,,,,,,,,Q9GZU1,,
,,,,,,,,,,,,,Q9GZU2,,
,,,,,,,,,,,,,Q9GZU5,,
,,,,,,,,,,,,,Q9GZU7,,
,,,,,,,,,,,,,Q9GZV1,,
,,,,,,,,,,,,,Q9GZV4,,
,,,,,,,,,,,,,Q9GZV9,,
,,,,,,,,,,,,,Q9GZW8,,
,,,,,,,,,,,,,Q9GZX6,,
,,,,,,,,,,,,,Q9GZY0,,
,,,,,,,,,,,,,Q9GZY1,,
,,,,,,,,,,,,,Q9GZY6,,
,,,,,,,,,,,,,Q9GZY8,,
,,,,,,,,,,,,,Q9GZZ1,,
,,,,,,,,,,,,,Q9GZZ6,,
,,,,,,,,,,,,,Q9GZZ7,,
,,,,,,,,,,,,,Q9GZZ8,,
,,,,,,,,,,,,,Q9GZZ9,,
,,,,,,,,,,,,,Q9H008,,
,,,,,,,,,,,,,Q9H009,,
,,,,,,,,,,,,,Q9H015,,
,,,,,,,,,,,,,Q9H040,,
,,,,,,,,,,,,,Q9H061,,
,,,,,,,,,,,,,Q9H069,,
,,,,,,,,,,,,,Q9H074,,
,,,,,,,,,,,,,Q9H082,,
,,,,,,,,,,,,,Q9H089,,
,,,,,,,,,,,,,Q9H091,,
,,,,,,,,,,,,,Q9H093,,
,,,,,,,,,,,,,Q9H094,,
,,,,,,,,,,,,,Q9H095,,
,,,,,,,,,,,,,Q9H098,,
,,,,,,,,,,,,,Q9H0A0,,
,,,,,,,,,,,,,Q9H0A8,,
,,,,,,,,,,,,,Q9H0B3,,
,,,,,,,,,,,,,Q9H0B6,,
,,,,,,,,,,,,,Q9H0B8,,
,,,,,,,,,,,,,Q9H0C2,,
,,,,,,,,,,,,,Q9H0C3,,
,,,,,,,,,,,,,Q9H0C8,,
,,,,,,,,,,,,,Q9H0D2,,
,,,,,,,,,,,,,Q9H0D6,,
,,,,,,,,,,,,,Q9H0E2,,
,,,,,,,,,,,,,Q9H0E9,,
,,,,,,,,,,,,,Q9H0F7,,
,,,,,,,,,,,,,Q9H0H0,,
,,,,,,,,,,,,,Q9H0H3,,
,,,,,,,,,,,,,Q9H0H5,,
,,,,,,,,,,,,,Q9H0I3,,
,,,,,,,,,,,,,Q9H0I9,,
,,,,,,,,,,,,,Q9H0J9,,
,,,,,,,,,,,,,Q9H0K1,,
,,,,,,,,,,,,,Q9H0K4,,
,,,,,,,,,,,,,Q9H0K6,,
,,,,,,,,,,,,,Q9H0M0,,
,,,,,,,,,,,,,Q9H0M4,,
,,,,,,,,,,,,,Q9H0N0,,
,,,,,,,,,,,,,Q9H0N5,,
,,,,,,,,,,,,,Q9H0P0,,
,,,,,,,,,,,,,Q9H0Q0,,
,,,,,,,,,,,,,Q9H0Q3,,
,,,,,,,,,,,,,Q9H0R1,,
,,,,,,,,,,,,,Q9H0R3,,
,,,,,,,,,,,,,Q9H0R4,,
,,,,,,,,,,,,,Q9H0R5,,
,,,,,,,,,,,,,Q9H0R6,,
,,,,,,,,,,,,,Q9H0R8,,
,,,,,,,,,,,,,Q9H0S4,,
,,,,,,,,,,,,,Q9H0T7,,
,,,,,,,,,,,,,Q9H0U3,,
,,,,,,,,,,,,,Q9H0U4,,
,,,,,,,,,,,,,Q9H0U6,,
,,,,,,,,,,,,,Q9H0V1,,
,,,,,,,,,,,,,Q9H0V9,,
,,,,,,,,,,,,,Q9H0W7,,
,,,,,,,,,,,,,Q9H0W8,,
,,,,,,,,,,,,,Q9H0W9,,
,,,,,,,,,,,,,Q9H0X4,,
,,,,,,,,,,,,,Q9H0X6,,
,,,,,,,,,,,,,Q9H0X9,,
,,,,,,,,,,,,,Q9H0Y0,,
,,,,,,,,,,,,,Q9H0Z9,,
,,,,,,,,,,,,,Q9H115,,
,,,,,,,,,,,,,Q9H147,,
,,,,,,,,,,,,,Q9H156,,
,,,,,,,,,,,,,Q9H158,,
,,,,,,,,,,,,,Q9H159,,
,,,,,,,,,,,,,Q9H165,,
,,,,,,,,,,,,,Q9H171,,
,,,,,,,,,,,,,Q9H172,,
,,,,,,,,,,,,,Q9H173,,
,,,,,,,,,,,,,Q9H190,,
,,,,,,,,,,,,,Q9H1A4,,
,,,,,,,,,,,,,Q9H1B5,,
,,,,,,,,,,,,,Q9H1C3,,
,,,,,,,,,,,,,Q9H1C4,,
,,,,,,,,,,,,,Q9H1C7,,
,,,,,,,,,,,,,Q9H1D0,,
,,,,,,,,,,,,,Q9H1E1,,
,,,,,,,,,,,,,Q9H1E3,,
,,,,,,,,,,,,,Q9H1E5,,
,,,,,,,,,,,,,Q9H1F0,,
,,,,,,,,,,,,,Q9H1H9,,
,,,,,,,,,,,,,Q9H1I8,,
,,,,,,,,,,,,,Q9H1J1,,
,,,,,,,,,,,,,Q9H1J7,,
,,,,,,,,,,,,,Q9H1K0,,
,,,,,,,,,,,,,Q9H1K1,,
,,,,,,,,,,,,,Q9H1K4,,
,,,,,,,,,,,,,Q9H1K6,,
,,,,,,,,,,,,,Q9H1P3,,
,,,,,,,,,,,,,Q9H1R3,,
,,,,,,,,,,,,,Q9H1U4,,
,,,,,,,,,,,,,Q9H1V8,,
,,,,,,,,,,,,,Q9H1Y3,,
,,,,,,,,,,,,,Q9H1Z9,,
,,,,,,,,,,,,,Q9H201,,
,,,,,,,,,,,,,Q9H207,,
,,,,,,,,,,,,,Q9H210,,
,,,,,,,,,,,,,Q9H223,,
,,,,,,,,,,,,,Q9H227,,
,,,,,,,,,,,,,Q9H237,,
,,,,,,,,,,,,,Q9H239,,
,,,,,,,,,,,,,Q9H244,,
,,,,,,,,,,,,,Q9H246,,
,,,,,,,,,,,,,Q9H251,,
,,,,,,,,,,,,,Q9H252,,
,,,,,,,,,,,,,Q9H254,,
,,,,,,,,,,,,,Q9H257,,
,,,,,,,,,,,,,Q9H267,,
,,,,,,,,,,,,,Q9H269,,
,,,,,,,,,,,,,Q9H270,,
,,,,,,,,,,,,,Q9H293,,
,,,,,,,,,,,,,Q9H295,,
,,,,,,,,,,,,,Q9H299,,
,,,,,,,,,,,,,Q9H2A2,,
,,,,,,,,,,,,,Q9H2A7,,
,,,,,,,,,,,,,Q9H2B4,,
,,,,,,,,,,,,,Q9H2C0,,
,,,,,,,,,,,,,Q9H2D6,,
,,,,,,,,,,,,,Q9H2F3,,
,,,,,,,,,,,,,Q9H2G2,,
,,,,,,,,,,,,,Q9H2H0,,
,,,,,,,,,,,,,Q9H2H8,,
,,,,,,,,,,,,,Q9H2H9,,
,,,,,,,,,,,,,Q9H2I8,,
,,,,,,,,,,,,,Q9H2J4,,
,,,,,,,,,,,,,Q9H2J7,,
,,,,,,,,,,,,,Q9H2K0,,
,,,,,,,,,,,,,Q9H2K2,,
,,,,,,,,,,,,,Q9H2K8,,
,,,,,,,,,,,,,Q9H2L5,,
,,,,,,,,,,,,,Q9H2M3,,
,,,,,,,,,,,,,Q9H2M9,,
,,,,,,,,,,,,,Q9H2P0,,
,,,,,,,,,,,,,Q9H2P9,,
,,,,,,,,,,,,,Q9H2S1,,
,,,,,,,,,,,,,Q9H2S5,,
,,,,,,,,,,,,,Q9H2U1,,
,,,,,,,,,,,,,Q9H2U2,,
,,,,,,,,,,,,,Q9H2U9,,
,,,,,,,,,,,,,Q9H2V7,,
,,,,,,,,,,,,,Q9H2W6,,
,,,,,,,,,,,,,Q9H2X0,,
,,,,,,,,,,,,,Q9H2X3,,
,,,,,,,,,,,,,Q9H2X6,,
,,,,,,,,,,,,,Q9H2X8,,
,,,,,,,,,,,,,Q9H2X9,,
,,,,,,,,,,,,,Q9H2Y7,,
,,,,,,,,,,,,,Q9H2Y9,,
,,,,,,,,,,,,,Q9H300,,
,,,,,,,,,,,,,Q9H307,,
,,,,,,,,,,,,,Q9H313,,
,,,,,,,,,,,,,Q9H324,,
,,,,,,,,,,,,,Q9H329,,
,,,,,,,,,,,,,Q9H330,,
,,,,,,,,,,,,,Q9H336,,
,,,,,,,,,,,,,Q9H361,,
,,,,,,,,,,,,,Q9H3D4,,
,,,,,,,,,,,,,Q9H3E2,,
,,,,,,,,,,,,,Q9H3G5,,
,,,,,,,,,,,,,Q9H3H3,,
,,,,,,,,,,,,,Q9H3H5,,
,,,,,,,,,,,,,Q9H3H9,,
,,,,,,,,,,,,,Q9H3K2,,
,,,,,,,,,,,,,Q9H3K6,,
,,,,,,,,,,,,,Q9H3M7,,
,,,,,,,,,,,,,Q9H3N1,,
,,,,,,,,,,,,,Q9H3N8,,
,,,,,,,,,,,,,Q9H3P7,,
,,,,,,,,,,,,,Q9H3R0,,
,,,,,,,,,,,,,Q9H3R1,,
,,,,,,,,,,,,,Q9H3R2,,
,,,,,,,,,,,,,Q9H3R5,,
,,,,,,,,,,,,,Q9H3S1,,
,,,,,,,,,,,,,Q9H3S4,,
,,,,,,,,,,,,,Q9H3S7,,
,,,,,,,,,,,,,Q9H3T2,,
,,,,,,,,,,,,,Q9H3U1,,
,,,,,,,,,,,,,Q9H3U5,,
,,,,,,,,,,,,,Q9H3U7,,
,,,,,,,,,,,,,Q9H3Y6,,
,,,,,,,,,,,,,Q9H3Y8,,
,,,,,,,,,,,,,Q9H3Z4,,
,,,,,,,,,,,,,Q9H400,,
,,,,,,,,,,,,,Q9H410,,
,,,,,,,,,,,,,Q9H425,,
,,,,,,,,,,,,,Q9H426,,
,,,,,,,,,,,,,Q9H444,,
,,,,,,,,,,,,,Q9H461,,
,,,,,,,,,,,,,Q9H479,,
,,,,,,,,,,,,,Q9H488,,
,,,,,,,,,,,,,Q9H490,,
,,,,,,,,,,,,,Q9H492,,
,,,,,,,,,,,,,Q9H496,,
,,,,,,,,,,,,,Q9H497,,
,,,,,,,,,,,,,Q9H4A3,,
,,,,,,,,,,,,,Q9H4A4,,
,,,,,,,,,,,,,Q9H4A5,,
,,,,,,,,,,,,,Q9H4A6,,
,,,,,,,,,,,,,Q9H4B7,,
,,,,,,,,,,,,,Q9H4B8,,
,,,,,,,,,,,,,Q9H4D0,,
,,,,,,,,,,,,,Q9H4E5,,
,,,,,,,,,,,,,Q9H4E7,,
,,,,,,,,,,,,,Q9H4F8,,
,,,,,,,,,,,,,Q9H4G0,,
,,,,,,,,,,,,,Q9H4G4,,
,,,,,,,,,,,,,Q9H4I0,,
,,,,,,,,,,,,,Q9H4I2,,
,,,,,,,,,,,,,Q9H4I3,,
,,,,,,,,,,,,,Q9H4L5,,
,,,,,,,,,,,,,Q9H4L7,,
,,,,,,,,,,,,,Q9H4M7,,
,,,,,,,,,,,,,Q9H4M9,,
,,,,,,,,,,,,,Q9H4Q3,,
,,,,,,,,,,,,,Q9H4S2,,
,,,,,,,,,,,,,Q9H4T2,,
,,,,,,,,,,,,,Q9H4W6,,
,,,,,,,,,,,,,Q9H4X1,,
,,,,,,,,,,,,,Q9H4Y5,,
,,,,,,,,,,,,,Q9H4Z3,,
,,,,,,,,,,,,,Q9H553,,
,,,,,,,,,,,,,Q9H568,,
,,,,,,,,,,,,,Q9H582,,
,,,,,,,,,,,,,Q9H583,,
,,,,,,,,,,,,,Q9H5I1,,
,,,,,,,,,,,,,Q9H5L6,,
,,,,,,,,,,,,,Q9H5P4,,
,,,,,,,,,,,,,Q9H5Q4,,
,,,,,,,,,,,,,Q9H5U6,,
,,,,,,,,,,,,,Q9H5V7,,
,,,,,,,,,,,,,Q9H5V8,,
,,,,,,,,,,,,,Q9H5X1,,
,,,,,,,,,,,,,Q9H5Y7,,
,,,,,,,,,,,,,Q9H607,,
,,,,,,,,,,,,,Q9H611,,
,,,,,,,,,,,,,Q9H665,,
,,,,,,,,,,,,,Q9H668,,
,,,,,,,,,,,,,Q9H694,,
,,,,,,,,,,,,,Q9H6A0,,
,,,,,,,,,,,,,Q9H6A9,,
,,,,,,,,,,,,,Q9H6B1,,
,,,,,,,,,,,,,Q9H6B4,,
,,,,,,,,,,,,,Q9H6E4,,
,,,,,,,,,,,,,Q9H6F2,,
,,,,,,,,,,,,,Q9H6F5,,
,,,,,,,,,,,,,Q9H6K4,,
,,,,,,,,,,,,,Q9H6K5,,
,,,,,,,,,,,,,Q9H6L2,,
,,,,,,,,,,,,,Q9H6Q3,,
,,,,,,,,,,,,,Q9H6R0,,
,,,,,,,,,,,,,Q9H6R4,,
,,,,,,,,,,,,,Q9H6R7,,
,,,,,,,,,,,,,Q9H6S0,,
,,,,,,,,,,,,,Q9H6S3,,
,,,,,,,,,,,,,Q9H6T0,,
,,,,,,,,,,,,,Q9H6U6,,
,,,,,,,,,,,,,Q9H6V9,,
,,,,,,,,,,,,,Q9H6X2,,
,,,,,,,,,,,,,Q9H6X5,,
,,,,,,,,,,,,,Q9H6Y7,,
,,,,,,,,,,,,,Q9H6Z4,,
,,,,,,,,,,,,,Q9H756,,
,,,,,,,,,,,,,Q9H772,,
,,,,,,,,,,,,,Q9H773,,
,,,,,,,,,,,,,Q9H777,,
,,,,,,,,,,,,,Q9H788,,
,,,,,,,,,,,,,Q9H792,,
,,,,,,,,,,,,,Q9H799,,
,,,,,,,,,,,,,Q9H7B2,,
,,,,,,,,,,,,,Q9H7B4,,
,,,,,,,,,,,,,Q9H7C4,,
,,,,,,,,,,,,,Q9H7C9,,
,,,,,,,,,,,,,Q9H7D0,,
,,,,,,,,,,,,,Q9H7D7,,
,,,,,,,,,,,,,Q9H7E2,,
,,,,,,,,,,,,,Q9H7E9,,
,,,,,,,,,,,,,Q9H7F0,,
,,,,,,,,,,,,,Q9H7H0,,
,,,,,,,,,,,,,Q9H7L9,,
,,,,,,,,,,,,,Q9H7M6,,
,,,,,,,,,,,,,Q9H7M9,,
,,,,,,,,,,,,,Q9H7N4,,
,,,,,,,,,,,,,Q9H7P6,,
,,,,,,,,,,,,,Q9H7P9,,
,,,,,,,,,,,,,Q9H7S9,,
,,,,,,,,,,,,,Q9H7T3,,
,,,,,,,,,,,,,Q9H7X0,,
,,,,,,,,,,,,,Q9H7X3,,
,,,,,,,,,,,,,Q9H7X7,,
,,,,,,,,,,,,,Q9H7Z7,,
,,,,,,,,,,,,,Q9H813,,
,,,,,,,,,,,,,Q9H816,,
,,,,,,,,,,,,,Q9H832,,
,,,,,,,,,,,,,Q9H840,,
,,,,,,,,,,,,,Q9H845,,
,,,,,,,,,,,,,Q9H853,,
,,,,,,,,,,,,,Q9H867,,
,,,,,,,,,,,,,Q9H871,,
,,,,,,,,,,,,,Q9H875,,
,,,,,,,,,,,,,Q9H892,,
,,,,,,,,,,,,,Q9H898,,
,,,,,,,,,,,,,Q9H8E8,,
,,,,,,,,,,,,,Q9H8H0,,
,,,,,,,,,,,,,Q9H8H3,,
,,,,,,,,,,,,,Q9H8L6,,
,,,,,,,,,,,,,Q9H8M2,,
,,,,,,,,,,,,,Q9H8M5,,
,,,,,,,,,,,,,Q9H8M7,,
,,,,,,,,,,,,,Q9H8M9,,
,,,,,,,,,,,,,Q9H8S9,,
,,,,,,,,,,,,,Q9H8V3,,
,,,,,,,,,,,,,Q9H8W4,,
,,,,,,,,,,,,,Q9H8X2,,
,,,,,,,,,,,,,Q9H8Y5,,
,,,,,,,,,,,,,Q9H8Y8,,
,,,,,,,,,,,,,Q9H900,,
,,,,,,,,,,,,,Q9H903,,
,,,,,,,,,,,,,Q9H910,,
,,,,,,,,,,,,,Q9H936,,
,,,,,,,,,,,,,Q9H939,,
,,,,,,,,,,,,,Q9H944,,
,,,,,,,,,,,,,Q9H974,,
,,,,,,,,,,,,,Q9H977,,
,,,,,,,,,,,,,Q9H981,,
,,,,,,,,,,,,,Q9H993,,
,,,,,,,,,,,,,Q9H9A5,,
,,,,,,,,,,,,,Q9H9A6,,
,,,,,,,,,,,,,Q9H9B1,,
,,,,,,,,,,,,,Q9H9B4,,
,,,,,,,,,,,,,Q9H9E3,,
,,,,,,,,,,,,,Q9H9F9,,
,,,,,,,,,,,,,Q9H9H4,,
,,,,,,,,,,,,,Q9H9H5,,
,,,,,,,,,,,,,Q9H9J2,,
,,,,,,,,,,,,,Q9H9J4,,
,,,,,,,,,,,,,Q9H9L3,,
,,,,,,,,,,,,,Q9H9P5,,
,,,,,,,,,,,,,Q9H9P8,,
,,,,,,,,,,,,,Q9H9Q2,,
,,,,,,,,,,,,,Q9H9R9,,
,,,,,,,,,,,,,Q9H9S4,,
,,,,,,,,,,,,,Q9H9T3,,
,,,,,,,,,,,,,Q9H9Y4,,
,,,,,,,,,,,,,Q9H9Y6,,
,,,,,,,,,,,,,Q9HA38,,
,,,,,,,,,,,,,Q9HA64,,
,,,,,,,,,,,,,Q9HA65,,
,,,,,,,,,,,,,Q9HA72,,
,,,,,,,,,,,,,Q9HA77,,
,,,,,,,,,,,,,Q9HAB3,,
,,,,,,,,,,,,,Q9HAB8,,
,,,,,,,,,,,,,Q9HAC8,,
,,,,,,,,,,,,,Q9HAD4,,
,,,,,,,,,,,,,Q9HAH7,,
,,,,,,,,,,,,,Q9HAJ7,,
,,,,,,,,,,,,,Q9HAK2,,
,,,,,,,,,,,,,Q9HAP2,,
,,,,,,,,,,,,,Q9HAP6,,
,,,,,,,,,,,,,Q9HAQ2,,
,,,,,,,,,,,,,Q9HAR2,,
,,,,,,,,,,,,,Q9HAS0,,
,,,,,,,,,,,,,Q9HAS3,,
,,,,,,,,,,,,,Q9HAT2,,
,,,,,,,,,,,,,Q9HAT8,,
,,,,,,,,,,,,,Q9HAU0,,
,,,,,,,,,,,,,Q9HAU4,,
,,,,,,,,,,,,,Q9HAU5,,
,,,,,,,,,,,,,Q9HAV0,,
,,,,,,,,,,,,,Q9HAV4,,
,,,,,,,,,,,,,Q9HAV5,,
,,,,,,,,,,,,,Q9HAV7,,
,,,,,,,,,,,,,Q9HAW4,,
,,,,,,,,,,,,,Q9HAW9,,
,,,,,,,,,,,,,Q9HAZ2,,
,,,,,,,,,,,,,Q9HB07,,
,,,,,,,,,,,,,Q9HB09,,
,,,,,,,,,,,,,Q9HB14,,
,,,,,,,,,,,,,Q9HB19,,
,,,,,,,,,,,,,Q9HB20,,
,,,,,,,,,,,,,Q9HB21,,
,,,,,,,,,,,,,Q9HB29,,
,,,,,,,,,,,,,Q9HB40,,
,,,,,,,,,,,,,Q9HB58,,
,,,,,,,,,,,,,Q9HB63,,
,,,,,,,,,,,,,Q9HB71,,
,,,,,,,,,,,,,Q9HB90,,
,,,,,,,,,,,,,Q9HB96,,
,,,,,,,,,,,,,Q9HBA0,,
,,,,,,,,,,,,,Q9HBA9,,
,,,,,,,,,,,,,Q9HBB8,,
,,,,,,,,,,,,,Q9HBD1,,
,,,,,,,,,,,,,Q9HBE1,,
,,,,,,,,,,,,,Q9HBF4,,
,,,,,,,,,,,,,Q9HBG4,,
,,,,,,,,,,,,,Q9HBG6,,
,,,,,,,,,,,,,Q9HBG7,,
,,,,,,,,,,,,,Q9HBH0,,
,,,,,,,,,,,,,Q9HBH1,,
,,,,,,,,,,,,,Q9HBH5,,
,,,,,,,,,,,,,Q9HBI0,,
,,,,,,,,,,,,,Q9HBI1,,
,,,,,,,,,,,,,Q9HBI6,,
,,,,,,,,,,,,,Q9HBJ8,,
,,,,,,,,,,,,,Q9HBL0,,
